State,Year,Quarter,Brands,Count,Percentage
maharashtra,2020,3,Realme,1316605,4.0
maharashtra,2020,3,Apple,911356,3.0
maharashtra,2020,3,OnePlus,778193,2.0
maharashtra,2020,3,Motorola,776080,2.0
maharashtra,2020,3,Lenovo,423666,1.0
maharashtra,2020,3,Huawei,386542,1.0
maharashtra,2020,3,Others,2259213,7.0
maharashtra,2020,4,Xiaomi,8584570,25.0
maharashtra,2020,4,Samsung,7578573,22.0
maharashtra,2020,4,Vivo,6188503,18.0
maharashtra,2020,4,Oppo,4665421,14.0
maharashtra,2020,4,Realme,1504255,4.0
maharashtra,2020,4,Apple,983306,3.0
maharashtra,2020,4,OnePlus,822805,2.0
maharashtra,2020,4,Motorola,813317,2.0
maharashtra,2020,4,Lenovo,444638,1.0
maharashtra,2020,4,Huawei,413761,1.0
maharashtra,2020,4,Others,2433482,7.0
maharashtra,2021,1,Xiaomi,9195320,25.0
maharashtra,2021,1,Samsung,8088910,22.0
maharashtra,2021,1,Vivo,6831786,18.0
maharashtra,2021,1,Oppo,5069410,14.0
maharashtra,2021,1,Realme,1696339,5.0
maharashtra,2021,1,Apple,1054581,3.0
maharashtra,2021,1,OnePlus,870022,2.0
maharashtra,2021,1,Motorola,832101,2.0
maharashtra,2021,1,Lenovo,447713,1.0
maharashtra,2021,1,Huawei,431846,1.0
maharashtra,2021,1,Others,2559509,7.0
maharashtra,2021,2,Xiaomi,9764252,25.0
maharashtra,2021,2,Samsung,8511194,21.0
maharashtra,2021,2,Vivo,7509629,19.0
maharashtra,2021,2,Oppo,5487836,14.0
maharashtra,2021,2,Realme,2003392,5.0
maharashtra,2021,2,Apple,1131848,3.0
maharashtra,2021,2,OnePlus,949407,2.0
maharashtra,2021,2,Motorola,820661,2.0
maharashtra,2021,2,Lenovo,430496,1.0
maharashtra,2021,2,Huawei,429331,1.0
maharashtra,2021,2,Others,2626651,7.0
maharashtra,2021,3,Xiaomi,10369008,24.0
maharashtra,2021,3,Samsung,8810154,21.0
maharashtra,2021,3,Vivo,8354641,20.0
maharashtra,2021,3,Oppo,6005730,14.0
maharashtra,2021,3,Realme,2373088,6.0
maharashtra,2021,3,Apple,1219480,3.0
maharashtra,2021,3,OnePlus,1108387,3.0
maharashtra,2021,3,Motorola,801994,2.0
maharashtra,2021,3,Huawei,436025,1.0
maharashtra,2021,3,Tecno,422485,1.0
maharashtra,2021,3,Others,2680225,6.0
maharashtra,2021,4,Xiaomi,10876133,24.0
maharashtra,2021,4,Vivo,9147706,20.0
maharashtra,2021,4,Samsung,9133368,20.0
maharashtra,2021,4,Oppo,6511923,14.0
maharashtra,2021,4,Realme,2837580,6.0
maharashtra,2021,4,Apple,1382079,3.0
maharashtra,2021,4,OnePlus,1264294,3.0
maharashtra,2021,4,Motorola,794353,2.0
maharashtra,2021,4,Tecno,485180,1.0
maharashtra,2021,4,Huawei,420624,1.0
maharashtra,2021,4,Others,2629266,6.0
maharashtra,2022,1,Xiaomi,11340940,24.0
maharashtra,2022,1,Vivo,9873983,20.0
maharashtra,2022,1,Samsung,9447206,20.0
maharashtra,2022,1,Oppo,7009300,15.0
maharashtra,2022,1,Realme,3235912,7.0
maharashtra,2022,1,Apple,1510802,3.0
maharashtra,2022,1,OnePlus,1396866,3.0
maharashtra,2022,1,Motorola,788109,2.0
maharashtra,2022,1,Tecno,572060,1.0
maharashtra,2022,1,Huawei,416025,1.0
maharashtra,2022,1,Others,2636427,5.0
manipur,2018,1,Xiaomi,12453,42.0
manipur,2018,1,Samsung,5612,19.0
manipur,2018,1,Vivo,2289,8.0
manipur,2018,1,Oppo,2039,7.0
manipur,2018,1,Realme,980,3.0
manipur,2018,1,Apple,918,3.0
manipur,2018,1,OnePlus,554,2.0
manipur,2018,1,Lyf,545,2.0
manipur,2018,1,Lenovo,478,2.0
manipur,2018,1,Motorola,430,1.0
manipur,2018,1,Others,3627,12.0
manipur,2018,2,Xiaomi,19879,43.0
manipur,2018,2,Samsung,8477,18.0
manipur,2018,2,Vivo,3889,8.0
manipur,2018,2,Oppo,3211,7.0
manipur,2018,2,Realme,1474,3.0
manipur,2018,2,Apple,1280,3.0
manipur,2018,2,OnePlus,779,2.0
manipur,2018,2,Lyf,726,2.0
manipur,2018,2,Lenovo,671,1.0
manipur,2018,2,Motorola,611,1.0
manipur,2018,2,Others,5058,11.0
manipur,2018,3,Xiaomi,26950,44.0
manipur,2018,3,Samsung,11353,18.0
manipur,2018,3,Vivo,5709,9.0
manipur,2018,3,Oppo,4448,7.0
manipur,2018,3,Realme,1932,3.0
manipur,2018,3,Apple,1676,3.0
manipur,2018,3,OnePlus,1022,2.0
manipur,2018,3,Motorola,866,1.0
manipur,2018,3,Micromax,817,1.0
manipur,2018,3,Gionee,816,1.0
manipur,2018,3,Others,6346,10.0
manipur,2018,4,Xiaomi,36506,44.0
manipur,2018,4,Samsung,15215,18.0
manipur,2018,4,Vivo,7945,10.0
manipur,2018,4,Oppo,6107,7.0
manipur,2018,4,Realme,2561,3.0
manipur,2018,4,Apple,2195,3.0
manipur,2018,4,OnePlus,1217,1.0
manipur,2018,4,Motorola,1091,1.0
manipur,2018,4,Huawei,1063,1.0
manipur,2018,4,Lenovo,1045,1.0
manipur,2018,4,Others,7644,9.0
manipur,2019,1,Xiaomi,44328,45.0
manipur,2019,1,Samsung,18143,18.0
manipur,2019,1,Vivo,9987,10.0
manipur,2019,1,Oppo,7606,8.0
manipur,2019,1,Realme,3053,3.0
manipur,2019,1,Apple,2686,3.0
manipur,2019,1,OnePlus,1419,1.0
manipur,2019,1,Huawei,1320,1.0
manipur,2019,1,Motorola,1261,1.0
manipur,2019,1,Lenovo,1160,1.0
manipur,2019,1,Others,8564,9.0
manipur,2019,2,Xiaomi,52830,45.0
manipur,2019,2,Samsung,21344,18.0
manipur,2019,2,Vivo,12208,10.0
manipur,2019,2,Oppo,9283,8.0
manipur,2019,2,Realme,3549,3.0
manipur,2019,2,Apple,3146,3.0
manipur,2019,2,Huawei,1571,1.0
manipur,2019,2,OnePlus,1538,1.0
manipur,2019,2,Motorola,1419,1.0
manipur,2019,2,Lenovo,1409,1.0
manipur,2019,2,Others,9450,8.0
manipur,2019,3,Xiaomi,62189,46.0
manipur,2019,3,Samsung,24119,18.0
manipur,2019,3,Vivo,14457,11.0
manipur,2019,3,Oppo,10716,8.0
manipur,2019,3,Realme,4255,3.0
manipur,2019,3,Apple,3713,3.0
manipur,2019,3,Huawei,1849,1.0
manipur,2019,3,OnePlus,1718,1.0
manipur,2019,3,Motorola,1557,1.0
manipur,2019,3,Gionee,1435,1.0
manipur,2019,3,Others,10308,8.0
manipur,2019,4,Xiaomi,71382,46.0
manipur,2019,4,Samsung,27196,18.0
manipur,2019,4,Vivo,17057,11.0
manipur,2019,4,Oppo,12455,8.0
manipur,2019,4,Realme,5083,3.0
manipur,2019,4,Apple,4146,3.0
manipur,2019,4,Huawei,2110,1.0
manipur,2019,4,OnePlus,1880,1.0
manipur,2019,4,Motorola,1694,1.0
manipur,2019,4,Gionee,1532,1.0
manipur,2019,4,Others,10823,7.0
manipur,2020,1,Xiaomi,82065,46.0
manipur,2020,1,Samsung,30698,17.0
manipur,2020,1,Vivo,20017,11.0
manipur,2020,1,Oppo,14505,8.0
manipur,2020,1,Realme,6022,3.0
manipur,2020,1,Apple,4598,3.0
manipur,2020,1,Huawei,2413,1.0
manipur,2020,1,OnePlus,2036,1.0
manipur,2020,1,Motorola,1833,1.0
manipur,2020,1,Lenovo,1609,1.0
manipur,2020,1,Others,11578,7.0
manipur,2020,2,Xiaomi,101637,47.0
manipur,2020,2,Samsung,36569,17.0
manipur,2020,2,Vivo,24681,11.0
manipur,2020,2,Oppo,17877,8.0
manipur,2020,2,Realme,7575,4.0
manipur,2020,2,Apple,5110,2.0
manipur,2020,2,Huawei,2813,1.0
manipur,2020,2,OnePlus,2198,1.0
manipur,2020,2,Motorola,2017,1.0
manipur,2020,2,Lenovo,1798,1.0
manipur,2020,2,Others,13221,6.0
manipur,2020,3,Xiaomi,123688,48.0
manipur,2020,3,Samsung,43350,17.0
manipur,2020,3,Vivo,30086,12.0
manipur,2020,3,Oppo,21723,8.0
manipur,2020,3,Realme,9422,4.0
manipur,2020,3,Apple,5797,2.0
manipur,2020,3,Huawei,3222,1.0
manipur,2020,3,OnePlus,2459,1.0
manipur,2020,3,Motorola,2176,1.0
manipur,2020,3,Lenovo,1996,1.0
manipur,2020,3,Others,14644,6.0
manipur,2020,4,Xiaomi,137767,48.0
manipur,2020,4,Samsung,48641,17.0
manipur,2020,4,Vivo,34019,12.0
manipur,2020,4,Oppo,24639,9.0
manipur,2020,4,Realme,11096,4.0
manipur,2020,4,Apple,6525,2.0
manipur,2020,4,Huawei,3448,1.0
manipur,2020,4,OnePlus,2688,1.0
manipur,2020,4,Motorola,2319,1.0
manipur,2020,4,Lenovo,2118,1.0
manipur,2020,4,Others,15512,5.0
manipur,2021,1,Xiaomi,149035,48.0
manipur,2021,1,Samsung,52212,17.0
manipur,2021,1,Vivo,37725,12.0
manipur,2021,1,Oppo,26807,9.0
manipur,2021,1,Realme,12487,4.0
manipur,2021,1,Apple,7077,2.0
manipur,2021,1,Huawei,3626,1.0
manipur,2021,1,OnePlus,2920,1.0
manipur,2021,1,Motorola,2347,1.0
manipur,2021,1,Lenovo,2098,1.0
manipur,2021,1,Others,16334,5.0
manipur,2021,2,Xiaomi,159031,47.0
manipur,2021,2,Samsung,55541,17.0
manipur,2021,2,Vivo,41068,12.0
manipur,2021,2,Oppo,29009,9.0
manipur,2021,2,Realme,14786,4.0
manipur,2021,2,Apple,7675,2.0
manipur,2021,2,Huawei,3685,1.0
manipur,2021,2,OnePlus,3183,1.0
manipur,2021,2,Motorola,2290,1.0
manipur,2021,2,HMD Global,2192,1.0
manipur,2021,2,Others,16949,5.0
manipur,2021,3,Xiaomi,171051,47.0
manipur,2021,3,Samsung,57831,16.0
manipur,2021,3,Vivo,45197,12.0
manipur,2021,3,Oppo,32022,9.0
manipur,2021,3,Realme,17435,5.0
manipur,2021,3,Apple,8421,2.0
manipur,2021,3,Huawei,4030,1.0
manipur,2021,3,OnePlus,3903,1.0
manipur,2021,3,Motorola,2266,1.0
manipur,2021,3,HMD Global,2169,1.0
manipur,2021,3,Others,17424,5.0
manipur,2021,4,Xiaomi,183086,47.0
manipur,2021,4,Samsung,60028,15.0
manipur,2021,4,Vivo,48425,12.0
manipur,2021,4,Oppo,34483,9.0
manipur,2021,4,Realme,21355,6.0
manipur,2021,4,Apple,9391,2.0
manipur,2021,4,OnePlus,4695,1.0
manipur,2021,4,Huawei,4031,1.0
manipur,2021,4,HMD Global,2508,1.0
manipur,2021,4,Motorola,2358,1.0
manipur,2021,4,Others,17386,4.0
manipur,2022,1,Xiaomi,193373,47.0
manipur,2022,1,Samsung,62042,15.0
manipur,2022,1,Vivo,51648,13.0
manipur,2022,1,Oppo,37434,9.0
manipur,2022,1,Realme,24745,6.0
manipur,2022,1,Apple,10256,2.0
manipur,2022,1,OnePlus,5335,1.0
manipur,2022,1,Huawei,4094,1.0
manipur,2022,1,HMD Global,2518,1.0
manipur,2022,1,Motorola,2359,1.0
manipur,2022,1,Others,18096,4.0
meghalaya,2018,1,Xiaomi,4528,24.0
meghalaya,2018,1,Samsung,3411,18.0
meghalaya,2018,1,Vivo,1869,10.0
meghalaya,2018,1,Oppo,1779,10.0
meghalaya,2018,1,Realme,1065,6.0
meghalaya,2018,1,Motorola,662,4.0
meghalaya,2018,1,Lenovo,577,3.0
meghalaya,2018,1,Apple,548,3.0
meghalaya,2018,1,Micromax,498,3.0
meghalaya,2018,1,OnePlus,435,2.0
meghalaya,2018,1,Others,3141,17.0
meghalaya,2018,2,Xiaomi,6618,25.0
meghalaya,2018,2,Samsung,4962,19.0
meghalaya,2018,2,Vivo,2798,11.0
meghalaya,2018,2,Oppo,2671,10.0
meghalaya,2018,2,Realme,1478,6.0
meghalaya,2018,2,Motorola,917,3.0
meghalaya,2018,2,Lenovo,808,3.0
meghalaya,2018,2,Apple,711,3.0
meghalaya,2018,2,Micromax,667,3.0
meghalaya,2018,2,Asus,556,2.0
meghalaya,2018,2,Others,4432,17.0
meghalaya,2018,3,Xiaomi,9247,25.0
meghalaya,2018,3,Samsung,7096,19.0
meghalaya,2018,3,Vivo,4323,12.0
meghalaya,2018,3,Oppo,3817,10.0
meghalaya,2018,3,Realme,1993,5.0
meghalaya,2018,3,Motorola,1170,3.0
meghalaya,2018,3,Lenovo,958,3.0
meghalaya,2018,3,Apple,908,2.0
meghalaya,2018,3,Micromax,900,2.0
meghalaya,2018,3,Asus,784,2.0
meghalaya,2018,3,Others,6085,16.0
meghalaya,2018,4,Xiaomi,12391,25.0
meghalaya,2018,4,Samsung,9662,19.0
meghalaya,2018,4,Vivo,6164,12.0
meghalaya,2018,4,Oppo,5306,11.0
meghalaya,2018,4,Realme,2710,5.0
meghalaya,2018,4,Motorola,1447,3.0
meghalaya,2018,4,Lenovo,1261,3.0
meghalaya,2018,4,Apple,1138,2.0
meghalaya,2018,4,Asus,1055,2.0
meghalaya,2018,4,Micromax,1051,2.0
meghalaya,2018,4,Others,7449,15.0
meghalaya,2019,1,Xiaomi,15243,25.0
meghalaya,2019,1,Samsung,11907,19.0
meghalaya,2019,1,Vivo,7947,13.0
meghalaya,2019,1,Oppo,6915,11.0
meghalaya,2019,1,Realme,3316,5.0
meghalaya,2019,1,Motorola,1658,3.0
meghalaya,2019,1,Lenovo,1461,2.0
meghalaya,2019,1,Apple,1365,2.0
meghalaya,2019,1,Huawei,1316,2.0
meghalaya,2019,1,Micromax,1298,2.0
meghalaya,2019,1,Others,9061,15.0
meghalaya,2019,2,Xiaomi,18498,25.0
meghalaya,2019,2,Samsung,14431,19.0
meghalaya,2019,2,Vivo,9893,13.0
meghalaya,2019,2,Oppo,8757,12.0
meghalaya,2019,2,Realme,4015,5.0
meghalaya,2019,2,Motorola,1926,3.0
meghalaya,2019,2,Lenovo,1740,2.0
meghalaya,2019,2,Huawei,1622,2.0
meghalaya,2019,2,Apple,1607,2.0
meghalaya,2019,2,Micromax,1521,2.0
meghalaya,2019,2,Others,10736,14.0
meghalaya,2019,3,Xiaomi,21608,25.0
meghalaya,2019,3,Samsung,16550,19.0
meghalaya,2019,3,Vivo,11978,14.0
meghalaya,2019,3,Oppo,10379,12.0
meghalaya,2019,3,Realme,4869,6.0
meghalaya,2019,3,Motorola,2101,2.0
meghalaya,2019,3,Huawei,1917,2.0
meghalaya,2019,3,Apple,1850,2.0
meghalaya,2019,3,Asus,1800,2.0
meghalaya,2019,3,Micromax,1791,2.0
meghalaya,2019,3,Others,12552,14.0
meghalaya,2019,4,Xiaomi,24747,25.0
meghalaya,2019,4,Samsung,19042,19.0
meghalaya,2019,4,Vivo,14054,14.0
meghalaya,2019,4,Oppo,12145,12.0
meghalaya,2019,4,Realme,5932,6.0
meghalaya,2019,4,Motorola,2238,2.0
meghalaya,2019,4,Huawei,2178,2.0
meghalaya,2019,4,Apple,2052,2.0
meghalaya,2019,4,Micromax,1999,2.0
meghalaya,2019,4,Asus,1825,2.0
meghalaya,2019,4,Others,13818,14.0
meghalaya,2020,1,Xiaomi,27877,24.0
meghalaya,2020,1,Samsung,21610,19.0
meghalaya,2020,1,Vivo,16379,14.0
meghalaya,2020,1,Oppo,14191,12.0
meghalaya,2020,1,Realme,7242,6.0
meghalaya,2020,1,Huawei,2446,2.0
meghalaya,2020,1,Motorola,2386,2.0
meghalaya,2020,1,Apple,2309,2.0
meghalaya,2020,1,Micromax,2089,2.0
meghalaya,2020,1,Asus,2050,2.0
meghalaya,2020,1,Others,15235,13.0
meghalaya,2020,2,Xiaomi,32935,24.0
meghalaya,2020,2,Samsung,25696,19.0
meghalaya,2020,2,Vivo,20152,15.0
meghalaya,2020,2,Oppo,17459,13.0
meghalaya,2020,2,Realme,9186,7.0
meghalaya,2020,2,Huawei,2792,2.0
meghalaya,2020,2,Motorola,2600,2.0
meghalaya,2020,2,Micromax,2562,2.0
meghalaya,2020,2,Apple,2489,2.0
meghalaya,2020,2,Asus,2372,2.0
meghalaya,2020,2,Others,17968,13.0
meghalaya,2020,3,Xiaomi,37816,24.0
meghalaya,2020,3,Samsung,29736,19.0
meghalaya,2020,3,Vivo,23981,15.0
meghalaya,2020,3,Oppo,20562,13.0
meghalaya,2020,3,Realme,11286,7.0
meghalaya,2020,3,Huawei,3110,2.0
meghalaya,2020,3,Micromax,2892,2.0
meghalaya,2020,3,Motorola,2853,2.0
meghalaya,2020,3,Apple,2775,2.0
meghalaya,2020,3,Asus,2623,2.0
meghalaya,2020,3,Others,20107,13.0
meghalaya,2020,4,Xiaomi,41993,24.0
meghalaya,2020,4,Samsung,33436,19.0
meghalaya,2020,4,Vivo,27150,15.0
meghalaya,2020,4,Oppo,23405,13.0
meghalaya,2020,4,Realme,13219,7.0
meghalaya,2020,4,Huawei,3369,2.0
meghalaya,2020,4,Apple,3096,2.0
meghalaya,2020,4,Micromax,3067,2.0
meghalaya,2020,4,Motorola,3016,2.0
meghalaya,2020,4,Asus,2832,2.0
meghalaya,2020,4,Others,21864,12.0
meghalaya,2021,1,Xiaomi,45624,24.0
meghalaya,2021,1,Samsung,35701,19.0
meghalaya,2021,1,Vivo,30076,16.0
meghalaya,2021,1,Oppo,25290,13.0
meghalaya,2021,1,Realme,14857,8.0
meghalaya,2021,1,Huawei,3554,2.0
meghalaya,2021,1,Apple,3344,2.0
meghalaya,2021,1,Asus,3198,2.0
meghalaya,2021,1,Micromax,3117,2.0
meghalaya,2021,1,Motorola,3077,2.0
meghalaya,2021,1,Others,23031,12.0
meghalaya,2021,2,Xiaomi,48812,24.0
meghalaya,2021,2,Samsung,38364,19.0
meghalaya,2021,2,Vivo,32487,16.0
meghalaya,2021,2,Oppo,27101,13.0
meghalaya,2021,2,Realme,17555,9.0
meghalaya,2021,2,Apple,3658,2.0
meghalaya,2021,2,Huawei,3596,2.0
meghalaya,2021,2,Asus,3185,2.0
meghalaya,2021,2,Motorola,3069,1.0
meghalaya,2021,2,Micromax,3045,1.0
meghalaya,2021,2,Others,24814,12.0
meghalaya,2021,3,Xiaomi,52800,24.0
meghalaya,2021,3,Samsung,39809,18.0
meghalaya,2021,3,Vivo,36214,16.0
meghalaya,2021,3,Oppo,29861,13.0
meghalaya,2021,3,Realme,20601,9.0
meghalaya,2021,3,Apple,4026,2.0
meghalaya,2021,3,Huawei,3953,2.0
meghalaya,2021,3,Motorola,3086,1.0
meghalaya,2021,3,Asus,3078,1.0
meghalaya,2021,3,Micromax,3036,1.0
meghalaya,2021,3,Others,26601,12.0
meghalaya,2021,4,Xiaomi,57355,24.0
meghalaya,2021,4,Samsung,41499,17.0
meghalaya,2021,4,Vivo,38748,16.0
meghalaya,2021,4,Oppo,31903,13.0
meghalaya,2021,4,Realme,24878,10.0
meghalaya,2021,4,Apple,4556,2.0
meghalaya,2021,4,Huawei,3875,2.0
meghalaya,2021,4,Motorola,3123,1.0
meghalaya,2021,4,Asus,3113,1.0
meghalaya,2021,4,HMD Global,3095,1.0
meghalaya,2021,4,Others,28123,12.0
meghalaya,2022,1,Xiaomi,60423,24.0
meghalaya,2022,1,Samsung,42900,17.0
meghalaya,2022,1,Vivo,41306,16.0
meghalaya,2022,1,Oppo,34290,13.0
meghalaya,2022,1,Realme,28354,11.0
meghalaya,2022,1,Apple,4983,2.0
meghalaya,2022,1,Huawei,3947,2.0
meghalaya,2022,1,Tecno,3471,1.0
meghalaya,2022,1,OnePlus,3191,1.0
meghalaya,2022,1,Micromax,3139,1.0
meghalaya,2022,1,Others,29835,12.0
mizoram,2018,1,Xiaomi,2402,32.0
mizoram,2018,1,Samsung,1295,17.0
mizoram,2018,1,Vivo,903,12.0
mizoram,2018,1,Oppo,698,9.0
mizoram,2018,1,Apple,345,5.0
mizoram,2018,1,Realme,303,4.0
mizoram,2018,1,Gionee,257,3.0
mizoram,2018,1,OnePlus,175,2.0
mizoram,2018,1,Huawei,145,2.0
mizoram,2018,1,Motorola,137,2.0
mizoram,2018,1,Others,933,12.0
mizoram,2018,2,Xiaomi,3325,32.0
mizoram,2018,2,Samsung,1733,17.0
mizoram,2018,2,Vivo,1292,12.0
mizoram,2018,2,Oppo,1012,10.0
mizoram,2018,2,Apple,475,5.0
mizoram,2018,2,Realme,421,4.0
mizoram,2018,2,Gionee,305,3.0
mizoram,2018,2,OnePlus,215,2.0
mizoram,2018,2,Motorola,206,2.0
mizoram,2018,2,Huawei,202,2.0
mizoram,2018,2,Others,1236,12.0
mizoram,2018,3,Xiaomi,4634,32.0
mizoram,2018,3,Samsung,2383,16.0
mizoram,2018,3,Vivo,1925,13.0
mizoram,2018,3,Oppo,1454,10.0
mizoram,2018,3,Apple,594,4.0
mizoram,2018,3,Realme,579,4.0
mizoram,2018,3,Gionee,448,3.0
mizoram,2018,3,Huawei,317,2.0
mizoram,2018,3,OnePlus,263,2.0
mizoram,2018,3,Motorola,260,2.0
mizoram,2018,3,Others,1645,11.0
mizoram,2018,4,Xiaomi,6297,33.0
mizoram,2018,4,Samsung,3094,16.0
mizoram,2018,4,Vivo,2757,14.0
mizoram,2018,4,Oppo,2012,10.0
mizoram,2018,4,Apple,792,4.0
mizoram,2018,4,Realme,738,4.0
mizoram,2018,4,Gionee,544,3.0
mizoram,2018,4,Huawei,426,2.0
mizoram,2018,4,Motorola,333,2.0
mizoram,2018,4,Asus,315,2.0
mizoram,2018,4,Others,2057,11.0
mizoram,2019,1,Xiaomi,7660,32.0
mizoram,2019,1,Samsung,3736,16.0
mizoram,2019,1,Vivo,3532,15.0
mizoram,2019,1,Oppo,2539,11.0
mizoram,2019,1,Apple,952,4.0
mizoram,2019,1,Realme,946,4.0
mizoram,2019,1,Gionee,669,3.0
mizoram,2019,1,Huawei,539,2.0
mizoram,2019,1,Asus,380,2.0
mizoram,2019,1,Motorola,376,2.0
mizoram,2019,1,Others,2341,10.0
mizoram,2019,2,Xiaomi,9295,32.0
mizoram,2019,2,Samsung,4595,16.0
mizoram,2019,2,Vivo,4465,16.0
mizoram,2019,2,Oppo,3113,11.0
mizoram,2019,2,Realme,1093,4.0
mizoram,2019,2,Apple,1089,4.0
mizoram,2019,2,Gionee,786,3.0
mizoram,2019,2,Huawei,648,2.0
mizoram,2019,2,Asus,499,2.0
mizoram,2019,2,Motorola,429,1.0
mizoram,2019,2,Others,2684,9.0
mizoram,2019,3,Xiaomi,11089,32.0
mizoram,2019,3,Vivo,5496,16.0
mizoram,2019,3,Samsung,5142,15.0
mizoram,2019,3,Oppo,3809,11.0
mizoram,2019,3,Realme,1321,4.0
mizoram,2019,3,Apple,1263,4.0
mizoram,2019,3,Gionee,940,3.0
mizoram,2019,3,Huawei,793,2.0
mizoram,2019,3,Asus,615,2.0
mizoram,2019,3,Motorola,470,1.0
mizoram,2019,3,Others,3196,9.0
mizoram,2019,4,Xiaomi,12924,32.0
mizoram,2019,4,Vivo,6726,17.0
mizoram,2019,4,Samsung,5945,15.0
mizoram,2019,4,Oppo,4544,11.0
mizoram,2019,4,Realme,1585,4.0
mizoram,2019,4,Apple,1442,4.0
mizoram,2019,4,Gionee,1002,3.0
mizoram,2019,4,Huawei,936,2.0
mizoram,2019,4,Asus,592,1.0
mizoram,2019,4,Motorola,503,1.0
mizoram,2019,4,Others,3610,9.0
mizoram,2020,1,Xiaomi,14848,32.0
mizoram,2020,1,Vivo,8211,18.0
mizoram,2020,1,Samsung,6761,15.0
mizoram,2020,1,Oppo,5496,12.0
mizoram,2020,1,Realme,1969,4.0
mizoram,2020,1,Apple,1617,3.0
mizoram,2020,1,Huawei,1068,2.0
mizoram,2020,1,Gionee,1065,2.0
mizoram,2020,1,Asus,695,1.0
mizoram,2020,1,OnePlus,543,1.0
mizoram,2020,1,Others,4226,9.0
mizoram,2020,2,Xiaomi,17662,32.0
mizoram,2020,2,Vivo,10175,18.0
mizoram,2020,2,Samsung,7878,14.0
mizoram,2020,2,Oppo,6795,12.0
mizoram,2020,2,Realme,2389,4.0
mizoram,2020,2,Apple,1766,3.0
mizoram,2020,2,Gionee,1246,2.0
mizoram,2020,2,Huawei,1228,2.0
mizoram,2020,2,Asus,800,1.0
mizoram,2020,2,OnePlus,583,1.0
mizoram,2020,2,Others,5052,9.0
mizoram,2020,3,Xiaomi,21725,32.0
mizoram,2020,3,Vivo,12923,19.0
mizoram,2020,3,Samsung,9501,14.0
mizoram,2020,3,Oppo,8563,13.0
mizoram,2020,3,Realme,3116,5.0
mizoram,2020,3,Apple,2096,3.0
mizoram,2020,3,Huawei,1466,2.0
mizoram,2020,3,Gionee,1403,2.0
mizoram,2020,3,Asus,966,1.0
mizoram,2020,3,OnePlus,668,1.0
mizoram,2020,3,Others,5888,9.0
mizoram,2020,4,Xiaomi,24925,32.0
mizoram,2020,4,Vivo,15062,19.0
mizoram,2020,4,Samsung,11008,14.0
mizoram,2020,4,Oppo,10055,13.0
mizoram,2020,4,Realme,3782,5.0
mizoram,2020,4,Apple,2443,3.0
mizoram,2020,4,Huawei,1625,2.0
mizoram,2020,4,Gionee,1501,2.0
mizoram,2020,4,Asus,1064,1.0
mizoram,2020,4,OnePlus,711,1.0
mizoram,2020,4,Others,6555,8.0
mizoram,2021,1,Xiaomi,27202,32.0
mizoram,2021,1,Vivo,16866,20.0
mizoram,2021,1,Samsung,11778,14.0
mizoram,2021,1,Oppo,10894,13.0
mizoram,2021,1,Realme,4253,5.0
mizoram,2021,1,Apple,2669,3.0
mizoram,2021,1,Huawei,1709,2.0
mizoram,2021,1,Gionee,1527,2.0
mizoram,2021,1,Asus,1248,1.0
mizoram,2021,1,OnePlus,765,1.0
mizoram,2021,1,Others,6839,8.0
mizoram,2021,2,Xiaomi,29025,31.0
mizoram,2021,2,Vivo,18400,20.0
mizoram,2021,2,Samsung,12850,14.0
mizoram,2021,2,Oppo,11743,13.0
mizoram,2021,2,Realme,5072,5.0
mizoram,2021,2,Apple,2898,3.0
mizoram,2021,2,Huawei,1696,2.0
mizoram,2021,2,Gionee,1512,2.0
mizoram,2021,2,Asus,1214,1.0
mizoram,2021,2,OnePlus,836,1.0
mizoram,2021,2,Others,7306,8.0
mizoram,2021,3,Xiaomi,31196,31.0
mizoram,2021,3,Vivo,20570,20.0
mizoram,2021,3,Samsung,13399,13.0
mizoram,2021,3,Oppo,13112,13.0
mizoram,2021,3,Realme,5997,6.0
mizoram,2021,3,Apple,3145,3.0
mizoram,2021,3,Huawei,1821,2.0
mizoram,2021,3,Gionee,1601,2.0
mizoram,2021,3,Asus,1176,1.0
mizoram,2021,3,OnePlus,985,1.0
mizoram,2021,3,Others,7645,8.0
mizoram,2021,4,Xiaomi,33819,31.0
mizoram,2021,4,Vivo,22023,20.0
mizoram,2021,4,Samsung,14081,13.0
mizoram,2021,4,Oppo,13819,13.0
mizoram,2021,4,Realme,7453,7.0
mizoram,2021,4,Apple,3532,3.0
mizoram,2021,4,Huawei,1796,2.0
mizoram,2021,4,Gionee,1559,1.0
mizoram,2021,4,OnePlus,1163,1.0
mizoram,2021,4,Asus,1159,1.0
mizoram,2021,4,Others,8001,7.0
mizoram,2022,1,Xiaomi,35679,31.0
mizoram,2022,1,Vivo,23611,20.0
mizoram,2022,1,Oppo,14866,13.0
mizoram,2022,1,Samsung,14652,13.0
mizoram,2022,1,Realme,8423,7.0
mizoram,2022,1,Apple,3803,3.0
mizoram,2022,1,Huawei,1816,2.0
mizoram,2022,1,Gionee,1563,1.0
mizoram,2022,1,OnePlus,1271,1.0
mizoram,2022,1,Tecno,1267,1.0
mizoram,2022,1,Others,8344,7.0
nagaland,2018,1,Xiaomi,4166,28.0
nagaland,2018,1,Samsung,2382,16.0
nagaland,2018,1,Vivo,1872,12.0
